,UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
11105,PB,5,4,1.0,2.0,0,17,55.26984126984127
11106,PB,5,4,1.0,2.0,1,139,46.68374283374283
11107,PB,5,4,2.0,1.0,0,21,47.26470588235294
11108,PB,5,4,2.0,1.0,1,249,47.37523664638269
11109,PB,5,4,2.0,2.0,0,6,62.166666666666664
11110,PB,5,4,2.0,2.0,1,69,57.70984848484848
11111,PB,5,4,3.0,1.0,0,107,40.14709302325581
11112,PB,5,4,3.0,1.0,1,762,37.08277816686997
11113,PB,5,4,3.0,2.0,0,5,54.6
11114,PB,5,4,3.0,2.0,1,32,44.80588235294118
11115,PB,5,4,4.0,1.0,0,486,39.99886628335545
11116,PB,5,4,4.0,1.0,1,3110,36.87485552626385
11117,PB,5,4,4.0,2.0,0,35,42.08465608465609
11118,PB,5,4,4.0,2.0,1,149,39.52654720424755
11119,PB,5,4,5.0,1.0,0,5,37.6
11120,PB,5,4,5.0,1.0,1,30,36.023809523809526
11121,PB,5,4,5.0,2.0,1,3,54.0
11122,PB,5,4,6.0,1.0,0,21,40.7962962962963
11123,PB,5,4,6.0,1.0,1,116,37.79386985563456
11124,PB,5,4,6.0,2.0,1,9,46.0
11125,PB,5,4,7.0,1.0,0,11,51.72727272727273
11126,PB,5,4,7.0,1.0,1,127,51.79616062949396
11127,PB,5,4,7.0,2.0,0,8,63.0
11128,PB,5,4,7.0,2.0,1,45,61.729629629629635
11129,PB,5,4,8.0,1.0,0,368,44.775727638771116
11130,PB,5,4,8.0,1.0,1,2876,42.051396361393536
11131,PB,5,4,8.0,2.0,0,25,51.61038961038961
11132,PB,5,4,8.0,2.0,1,108,48.94141267537494
11133,PB,5,4,9.0,1.0,0,2,30.5
11134,PB,5,4,9.0,1.0,1,34,39.65797101449275
11135,PB,5,4,9.0,2.0,1,1,25.0
11136,PB,5,4,10.0,1.0,0,3,45.333333333333336
11137,PB,5,4,10.0,1.0,1,16,22.877142857142857
11138,PB,5,4,11.0,1.0,0,3,21.666666666666668
11139,PB,5,4,11.0,1.0,1,27,21.041666666666668
11140,PB,5,4,11.0,2.0,0,1,25.0
11141,PE,1,1,1.0,1.0,0,28596,46.58009357323063
11142,PE,1,1,1.0,1.0,1,48320,45.48124846603459
11143,PE,1,1,1.0,2.0,0,4309,51.791436633303626
11144,PE,1,1,1.0,2.0,1,9467,50.416013343140236
11145,PE,1,1,2.0,1.0,0,10538,48.731963693004126
11146,PE,1,1,2.0,1.0,1,28563,47.48614208849661
11147,PE,1,1,2.0,2.0,0,3583,53.504437214091155
11148,PE,1,1,2.0,2.0,1,9773,51.140542124229356
11149,PE,1,1,3.0,1.0,0,620,43.472651078103155
11150,PE,1,1,3.0,1.0,1,1050,40.98968582836957
11151,PE,1,1,3.0,2.0,0,98,49.37556561085973
11152,PE,1,1,3.0,2.0,1,216,49.31443918398482
11153,PE,1,1,4.0,1.0,0,622,40.55768264604039
11154,PE,1,1,4.0,1.0,1,713,39.239401564150256
11155,PE,1,1,4.0,2.0,0,64,48.01016260162602
11156,PE,1,1,4.0,2.0,1,100,47.97979797979798
11157,PE,1,1,5.0,1.0,0,394,45.22143703888704
11158,PE,1,1,5.0,1.0,1,549,44.286431576265336
11159,PE,1,1,5.0,2.0,0,39,50.87634408602151
11160,PE,1,1,5.0,2.0,1,65,49.92763157894737
11161,PE,1,1,6.0,1.0,0,40,42.035256410256416
11162,PE,1,1,6.0,1.0,1,42,40.6247947454844
11163,PE,1,1,6.0,2.0,0,1,47.0
11164,PE,1,1,6.0,2.0,1,5,50.875
11165,PE,1,1,7.0,1.0,0,2711,46.746638221922474
11166,PE,1,1,7.0,1.0,1,9139,45.028369342973456
11167,PE,1,1,7.0,2.0,0,1003,52.85115258226537
11168,PE,1,1,7.0,2.0,1,2997,50.88160362273186
11169,PE,1,1,8.0,1.0,0,69,44.846666666666664
11170,PE,1,1,8.0,1.0,1,151,39.90563909774436
11171,PE,1,1,8.0,2.0,0,7,52.166666666666664
11172,PE,1,1,8.0,2.0,1,11,46.22222222222222
11173,PE,1,1,9.0,1.0,0,5,40.25
11174,PE,1,1,9.0,1.0,1,3,45.0
11175,PE,1,1,9.0,2.0,1,1,55.0
11176,PE,1,1,10.0,1.0,0,35,29.439842209072978
11177,PE,1,1,10.0,1.0,1,29,27.5
11178,PE,1,1,10.0,2.0,0,1,43.0
11179,PE,1,1,11.0,1.0,0,123,23.413416550830856
11180,PE,1,1,11.0,1.0,1,109,21.144159226190474
11181,PE,1,2,1.0,1.0,0,4456,46.970422612273836
11182,PE,1,2,1.0,1.0,1,5784,45.97611944071419
11183,PE,1,2,1.0,2.0,0,376,51.994997108854385
11184,PE,1,2,1.0,2.0,1,590,51.271405722791364
11185,PE,1,2,2.0,1.0,0,416,48.92004523666734
11186,PE,1,2,2.0,1.0,1,737,46.61859970180006
11187,PE,1,2,2.0,2.0,0,118,54.00370583717358
11188,PE,1,2,2.0,2.0,1,242,51.042608048654245
11189,PE,1,2,3.0,1.0,0,278,42.86477670557541
11190,PE,1,2,3.0,1.0,1,376,41.87090841892313
11191,PE,1,2,3.0,2.0,0,19,47.416666666666664
11192,PE,1,2,3.0,2.0,1,29,47.71739130434783
11193,PE,1,2,4.0,1.0,0,940,42.395300359228365
11194,PE,1,2,4.0,1.0,1,685,40.74221338650748
11195,PE,1,2,4.0,2.0,0,104,50.62383838383838
11196,PE,1,2,4.0,2.0,1,80,46.53838678328474
11197,PE,1,2,5.0,1.0,0,97,45.27409148960873
11198,PE,1,2,5.0,1.0,1,86,46.90560975609756
11199,PE,1,2,5.0,2.0,1,5,50.0
11200,PE,1,2,6.0,1.0,0,92,41.252533895502644
11201,PE,1,2,6.0,1.0,1,59,39.16616161616162
11202,PE,1,2,6.0,2.0,0,8,49.625
11203,PE,1,2,6.0,2.0,1,3,46.333333333333336
11204,PE,1,2,7.0,1.0,0,201,43.62213047429311
11205,PE,1,2,7.0,1.0,1,396,44.74586566289956
11206,PE,1,2,7.0,2.0,0,71,54.41212121212121
11207,PE,1,2,7.0,2.0,1,164,50.013199948199954
11208,PE,1,2,8.0,1.0,0,194,45.106185567010314
11209,PE,1,2,8.0,1.0,1,174,44.714999999999996
11210,PE,1,2,8.0,2.0,0,5,49.6
11211,PE,1,2,8.0,2.0,1,15,50.25
11212,PE,1,2,9.0,1.0,0,6,47.75
11213,PE,1,2,9.0,1.0,1,1,43.0
11214,PE,1,2,10.0,1.0,0,25,25.507575757575754
11215,PE,1,2,10.0,1.0,1,23,23.58787878787879
11216,PE,1,2,11.0,1.0,0,71,22.414973958333334
11217,PE,1,2,11.0,1.0,1,68,20.505000000000003
11218,PE,1,2,11.0,2.0,0,1,23.0
11219,PE,1,2,11.0,2.0,1,1,23.0
11220,PE,1,3,1.0,1.0,0,3654,47.00302924164586
11221,PE,1,3,1.0,1.0,1,3765,46.09629497622123
11222,PE,1,3,1.0,2.0,0,418,53.564177579014974
11223,PE,1,3,1.0,2.0,1,477,52.41542009220538
11224,PE,1,3,2.0,1.0,0,1114,52.335831222620655
11225,PE,1,3,2.0,1.0,1,1753,49.878680967170105
11226,PE,1,3,2.0,2.0,0,480,56.01238012181634
11227,PE,1,3,2.0,2.0,1,615,53.79111050931164
11228,PE,1,3,3.0,1.0,0,812,44.20223820618821
11229,PE,1,3,3.0,1.0,1,860,42.299449204231344
11230,PE,1,3,3.0,2.0,0,65,52.18115942028986
11231,PE,1,3,3.0,2.0,1,67,49.26550387596899
11232,PE,1,3,4.0,1.0,0,4186,42.76952150050687
11233,PE,1,3,4.0,1.0,1,3266,42.360724101382196
11234,PE,1,3,4.0,2.0,0,313,52.18548079995715
11235,PE,1,3,4.0,2.0,1,313,50.027233614338876
11236,PE,1,3,5.0,1.0,0,115,45.1736201048412
11237,PE,1,3,5.0,1.0,1,78,42.88174603174603
11238,PE,1,3,5.0,2.0,0,6,52.5
11239,PE,1,3,5.0,2.0,1,5,49.8
11240,PE,1,3,6.0,1.0,0,413,46.27583227573647
11241,PE,1,3,6.0,1.0,1,221,44.472252431567284
11242,PE,1,3,6.0,2.0,0,35,52.21141975308642
11243,PE,1,3,6.0,2.0,1,19,50.80357142857143
11244,PE,1,3,7.0,1.0,0,1120,52.045155616868875
11245,PE,1,3,7.0,1.0,1,2120,50.08971132832807
11246,PE,1,3,7.0,2.0,0,540,58.590386229197286
11247,PE,1,3,7.0,2.0,1,846,54.420564858327786
11248,PE,1,3,8.0,1.0,0,1528,48.476470674229724
11249,PE,1,3,8.0,1.0,1,1556,47.36828014330556
11250,PE,1,3,8.0,2.0,0,96,55.26876513317191
11251,PE,1,3,8.0,2.0,1,109,53.29109589041096
11252,PE,1,3,9.0,1.0,0,15,44.035714285714285
11253,PE,1,3,9.0,1.0,1,6,45.666666666666664
11254,PE,1,3,9.0,2.0,0,2,52.0
11255,PE,1,3,10.0,1.0,0,41,25.679110105580694
11256,PE,1,3,10.0,1.0,1,30,26.154761904761905
11257,PE,1,3,10.0,2.0,1,1,25.0
11258,PE,1,3,11.0,1.0,0,103,22.72162393162393
11259,PE,1,3,11.0,1.0,1,67,21.18919413919414
11260,PE,1,4,1.0,1.0,0,380,48.55001621575492
11261,PE,1,4,1.0,1.0,1,332,46.09069983633099
11262,PE,1,4,1.0,2.0,0,61,56.83333333333333
11263,PE,1,4,1.0,2.0,1,36,53.74333333333333
11264,PE,1,4,2.0,1.0,0,239,53.91905392178672
11265,PE,1,4,2.0,1.0,1,263,52.91863478957794
11266,PE,1,4,2.0,2.0,0,115,59.62514090177134
11267,PE,1,4,2.0,2.0,1,105,56.347282447282446
11268,PE,1,4,3.0,1.0,0,308,43.717656974294144
11269,PE,1,4,3.0,1.0,1,220,41.82740792109725
11270,PE,1,4,3.0,2.0,0,18,54.029411764705884
11271,PE,1,4,3.0,2.0,1,12,56.25
11272,PE,1,4,4.0,1.0,0,1210,40.55829954245405
11273,PE,1,4,4.0,1.0,1,867,38.65104352010515
11274,PE,1,4,4.0,2.0,0,107,49.79013861955039
11275,PE,1,4,4.0,2.0,1,50,49.36036036036036
11276,PE,1,4,5.0,1.0,0,27,48.21052631578947
11277,PE,1,4,5.0,1.0,1,10,46.22222222222222
11278,PE,1,4,5.0,2.0,0,2,60.5
11279,PE,1,4,5.0,2.0,1,2,58.0
11280,PE,1,4,6.0,1.0,0,114,44.31009262055773
11281,PE,1,4,6.0,1.0,1,64,44.93721590909091
11282,PE,1,4,6.0,2.0,0,10,50.72222222222222
11283,PE,1,4,6.0,2.0,1,3,50.333333333333336
11284,PE,1,4,7.0,1.0,0,550,59.531204637565295
11285,PE,1,4,7.0,1.0,1,492,55.73603902156824
11286,PE,1,4,7.0,2.0,0,341,64.63746460206147
11287,PE,1,4,7.0,2.0,1,236,61.41135850838147
11288,PE,1,4,8.0,1.0,0,681,50.49986222942212
11289,PE,1,4,8.0,1.0,1,493,49.064547405999015
11290,PE,1,4,8.0,2.0,0,65,59.08888888888888
11291,PE,1,4,8.0,2.0,1,22,57.28947368421053
11292,PE,1,4,9.0,1.0,0,11,45.25
11293,PE,1,4,10.0,1.0,0,12,29.180555555555554
11294,PE,1,4,10.0,1.0,1,5,28.375
11295,PE,1,4,11.0,1.0,0,16,22.145833333333332
11296,PE,1,4,11.0,1.0,1,7,21.625
11297,PE,2,1,1.0,1.0,0,42697,41.652611356315255
11298,PE,2,1,1.0,1.0,1,66679,41.06496811759354
11299,PE,2,1,1.0,2.0,0,3573,47.85700939102553
11300,PE,2,1,1.0,2.0,1,7499,46.372534885038064
11301,PE,2,1,2.0,1.0,0,8644,42.61059546808206
11302,PE,2,1,2.0,1.0,1,25058,41.86595507613459
11303,PE,2,1,2.0,2.0,0,1875,48.16104015804099
11304,PE,2,1,2.0,2.0,1,5302,46.863035629601946
11305,PE,2,1,3.0,1.0,0,785,40.30999974784319
11306,PE,2,1,3.0,1.0,1,1229,38.91875596300368
11307,PE,2,1,3.0,2.0,0,76,43.52916666666667
11308,PE,2,1,3.0,2.0,1,139,44.97178427632973
11309,PE,2,1,4.0,1.0,0,887,38.61965743868732
11310,PE,2,1,4.0,1.0,1,902,37.64399982600944
11311,PE,2,1,4.0,2.0,0,69,44.4375
11312,PE,2,1,4.0,2.0,1,89,44.31466666666666
11313,PE,2,1,5.0,1.0,0,590,41.26914000697472
11314,PE,2,1,5.0,1.0,1,737,40.68841734789237
11315,PE,2,1,5.0,2.0,0,36,45.28974358974359
11316,PE,2,1,5.0,2.0,1,64,46.1287037037037
11317,PE,2,1,6.0,1.0,0,66,38.775
11318,PE,2,1,6.0,1.0,1,74,38.59429723502304
11319,PE,2,1,6.0,2.0,0,4,47.166666666666664
11320,PE,2,1,6.0,2.0,1,2,45.5
11321,PE,2,1,7.0,1.0,0,1980,41.89065980027167
11322,PE,2,1,7.0,1.0,1,7428,41.56899592069318
11323,PE,2,1,7.0,2.0,0,543,49.20507214544715
11324,PE,2,1,7.0,2.0,1,1663,46.65258212429596
11325,PE,2,1,8.0,1.0,0,79,39.709150326797385
11326,PE,2,1,8.0,1.0,1,156,37.67694195475885
11327,PE,2,1,8.0,2.0,0,3,41.5
11328,PE,2,1,8.0,2.0,1,5,37.8
11329,PE,2,1,9.0,1.0,0,4,42.0
11330,PE,2,1,9.0,1.0,1,5,43.5
11331,PE,2,1,10.0,1.0,0,50,32.50345394736842
11332,PE,2,1,10.0,1.0,1,55,25.54111111111111
11333,PE,2,1,10.0,2.0,0,1,25.0
11334,PE,2,1,10.0,2.0,1,2,44.5
11335,PE,2,1,11.0,1.0,0,139,23.122895408163263
11336,PE,2,1,11.0,1.0,1,128,20.25964458247067
11337,PE,2,1,11.0,2.0,0,1,21.0
11338,PE,2,1,11.0,2.0,1,1,24.0
11339,PE,2,2,1.0,1.0,0,7639,43.156376540564
11340,PE,2,2,1.0,1.0,1,9072,42.05578696878302
11341,PE,2,2,1.0,2.0,0,331,49.09574616843615
11342,PE,2,2,1.0,2.0,1,522,45.341289611906355
11343,PE,2,2,2.0,1.0,0,313,43.904890941350054
11344,PE,2,2,2.0,1.0,1,484,42.31544441266567
11345,PE,2,2,2.0,2.0,0,71,49.9940379403794
11346,PE,2,2,2.0,2.0,1,119,48.66387445887445
11347,PE,2,2,3.0,1.0,0,301,40.12016812109459
11348,PE,2,2,3.0,1.0,1,415,39.54046667621966
11349,PE,2,2,3.0,2.0,0,11,50.15
11350,PE,2,2,3.0,2.0,1,31,48.25
11351,PE,2,2,4.0,1.0,0,1330,39.36448188642932
11352,PE,2,2,4.0,1.0,1,936,38.81336116214781
11353,PE,2,2,4.0,2.0,0,99,44.005840071877806
11354,PE,2,2,4.0,2.0,1,85,43.9549090909091
11355,PE,2,2,5.0,1.0,0,127,40.20761705399863
11356,PE,2,2,5.0,1.0,1,117,41.16954416551191
11357,PE,2,2,5.0,2.0,0,3,43.333333333333336
11358,PE,2,2,5.0,2.0,1,2,51.0
11359,PE,2,2,6.0,1.0,0,119,41.20475099835565
11360,PE,2,2,6.0,1.0,1,64,39.98375568551007
11361,PE,2,2,6.0,2.0,0,3,38.333333333333336
11362,PE,2,2,6.0,2.0,1,5,50.0
11363,PE,2,2,7.0,1.0,0,114,42.33463573463573
11364,PE,2,2,7.0,1.0,1,244,41.03802232323474
11365,PE,2,2,7.0,2.0,0,22,49.411764705882355
11366,PE,2,2,7.0,2.0,1,69,44.24011111111111
11367,PE,2,2,8.0,1.0,0,136,42.799418604651166
11368,PE,2,2,8.0,1.0,1,188,40.29279026217228
11369,PE,2,2,8.0,2.0,0,4,48.0
11370,PE,2,2,8.0,2.0,1,12,42.0
11371,PE,2,2,9.0,1.0,0,1,45.0
11372,PE,2,2,9.0,1.0,1,2,42.5
11373,PE,2,2,10.0,1.0,0,40,27.119047619047617
11374,PE,2,2,10.0,1.0,1,35,22.880000000000003
11375,PE,2,2,11.0,1.0,0,127,22.125878684807258
11376,PE,2,2,11.0,1.0,1,80,20.306140350877193
11377,PE,2,2,11.0,2.0,1,1,17.0
11378,PE,2,3,1.0,1.0,0,4391,43.476311074074395
11379,PE,2,3,1.0,1.0,1,4447,42.52423752990423
11380,PE,2,3,1.0,2.0,0,227,51.76656887697279
11381,PE,2,3,1.0,2.0,1,305,48.550985344409185
11382,PE,2,3,2.0,1.0,0,469,47.051065615920706
11383,PE,2,3,2.0,1.0,1,781,43.19201337338294
11384,PE,2,3,2.0,2.0,0,137,53.26314580941447
11385,PE,2,3,2.0,2.0,1,199,50.14154442478746
11386,PE,2,3,3.0,1.0,0,784,40.731611419697806
11387,PE,2,3,3.0,1.0,1,803,39.446423136027335
11388,PE,2,3,3.0,2.0,0,28,46.54347826086956
11389,PE,2,3,3.0,2.0,1,46,45.80952380952381
11390,PE,2,3,4.0,1.0,0,5688,40.15108973489296
11391,PE,2,3,4.0,1.0,1,4292,39.70240707897735
11392,PE,2,3,4.0,2.0,0,255,46.77943180589854
11393,PE,2,3,4.0,2.0,1,272,45.28905254636962
11394,PE,2,3,5.0,1.0,0,109,42.93899797756941
11395,PE,2,3,5.0,1.0,1,85,43.065401785714286
11396,PE,2,3,5.0,2.0,0,5,47.8
11397,PE,2,3,5.0,2.0,1,7,48.53333333333333
11398,PE,2,3,6.0,1.0,0,554,42.45350683709064
11399,PE,2,3,6.0,1.0,1,310,40.75471905314441
11400,PE,2,3,6.0,2.0,0,28,44.822916666666664
11401,PE,2,3,6.0,2.0,1,16,47.55
11402,PE,2,3,7.0,1.0,0,357,49.411238998252955
11403,PE,2,3,7.0,1.0,1,867,44.514254489834364
11404,PE,2,3,7.0,2.0,0,111,53.63694051979766
11405,PE,2,3,7.0,2.0,1,227,51.92116264797305
11406,PE,2,3,8.0,1.0,0,937,43.560780470973505
11407,PE,2,3,8.0,1.0,1,1037,43.17070772616797
11408,PE,2,3,8.0,2.0,0,30,50.06
11409,PE,2,3,8.0,2.0,1,45,47.00735294117647
11410,PE,2,3,9.0,1.0,0,17,44.92857142857143
11411,PE,2,3,9.0,1.0,1,10,46.6
11412,PE,2,3,10.0,1.0,0,44,25.470238095238095
11413,PE,2,3,10.0,1.0,1,40,25.844615384615384
11414,PE,2,3,10.0,2.0,0,1,22.0
11415,PE,2,3,11.0,1.0,0,129,22.323368298368298
11416,PE,2,3,11.0,1.0,1,98,21.211666666666666
11417,PE,2,3,11.0,2.0,0,1,19.0
11418,PE,2,4,1.0,1.0,0,335,47.24532207354982
11419,PE,2,4,1.0,1.0,1,254,44.43568232421173
11420,PE,2,4,1.0,2.0,0,27,56.333333333333336
11421,PE,2,4,1.0,2.0,1,24,51.526315789473685
11422,PE,2,4,2.0,1.0,0,64,52.26511056511056
11423,PE,2,4,2.0,1.0,1,72,52.32825203252033
11424,PE,2,4,2.0,2.0,0,23,58.888888888888886
11425,PE,2,4,2.0,2.0,1,28,56.276315789473685
11426,PE,2,4,3.0,1.0,0,188,42.16920024420025
11427,PE,2,4,3.0,1.0,1,165,40.913652938652945
11428,PE,2,4,3.0,2.0,0,10,47.27777777777778
11429,PE,2,4,3.0,2.0,1,12,47.8
11430,PE,2,4,4.0,1.0,0,1114,40.63212513268394
11431,PE,2,4,4.0,1.0,1,696,40.036410617323334
11432,PE,2,4,4.0,2.0,0,53,49.38181818181818
11433,PE,2,4,4.0,2.0,1,25,50.13636363636363
11434,PE,2,4,5.0,1.0,0,16,47.02272727272727
11435,PE,2,4,5.0,1.0,1,13,41.55555555555556
11436,PE,2,4,5.0,2.0,1,1,45.0
11437,PE,2,4,6.0,1.0,0,132,44.37526736462907
11438,PE,2,4,6.0,1.0,1,35,44.71851851851852
11439,PE,2,4,6.0,2.0,0,8,57.1875
11440,PE,2,4,6.0,2.0,1,3,47.333333333333336
11441,PE,2,4,7.0,1.0,0,119,58.81473922902494
11442,PE,2,4,7.0,1.0,1,112,55.40490520282187
11443,PE,2,4,7.0,2.0,0,80,64.15637254901961
11444,PE,2,4,7.0,2.0,1,49,61.750757575757575
11445,PE,2,4,8.0,1.0,0,375,45.717374603174605
11446,PE,2,4,8.0,1.0,1,254,45.71334145414334
11447,PE,2,4,8.0,2.0,0,16,46.733333333333334
11448,PE,2,4,8.0,2.0,1,14,47.5
11449,PE,2,4,9.0,1.0,0,6,42.388888888888886
11450,PE,2,4,9.0,1.0,1,2,47.5
11451,PE,2,4,10.0,1.0,0,9,28.416666666666668
11452,PE,2,4,10.0,1.0,1,3,22.333333333333332
11453,PE,2,4,10.0,2.0,1,1,22.0
11454,PE,2,4,11.0,1.0,0,10,22.71428571428571
11455,PE,2,4,11.0,1.0,1,6,20.833333333333332
11456,PE,3,1,1.0,1.0,0,33944,36.507149574990656
11457,PE,3,1,1.0,1.0,1,50476,35.91398905968157
11458,PE,3,1,1.0,2.0,0,2952,43.84889208142698
11459,PE,3,1,1.0,2.0,1,5160,41.94314750736114
11460,PE,3,1,2.0,1.0,0,8309,37.14286508871441
11461,PE,3,1,2.0,1.0,1,21500,36.72602932850851
11462,PE,3,1,2.0,2.0,0,1622,44.86657851106512
11463,PE,3,1,2.0,2.0,1,3625,43.48488950266176
11464,PE,3,1,3.0,1.0,0,650,35.23666000887619
11465,PE,3,1,3.0,1.0,1,973,34.84877978901339
11466,PE,3,1,3.0,2.0,0,46,38.93137254901961
11467,PE,3,1,3.0,2.0,1,70,40.78929924242424
11468,PE,3,1,4.0,1.0,0,652,35.60711164788862
11469,PE,3,1,4.0,1.0,1,659,35.45807361090466
11470,PE,3,1,4.0,2.0,0,41,38.37634408602151
11471,PE,3,1,4.0,2.0,1,46,42.045945945945945
11472,PE,3,1,5.0,1.0,0,437,35.1591892581211
11473,PE,3,1,5.0,1.0,1,503,35.061403523343245
11474,PE,3,1,5.0,2.0,0,34,41.245098039215684
11475,PE,3,1,5.0,2.0,1,37,42.309895833333336
11476,PE,3,1,6.0,1.0,0,36,39.29
11477,PE,3,1,6.0,1.0,1,46,33.96320346320346
11478,PE,3,1,6.0,2.0,0,3,42.0
11479,PE,3,1,6.0,2.0,1,2,39.0
11480,PE,3,1,7.0,1.0,0,1531,35.831904582045325
11481,PE,3,1,7.0,1.0,1,5375,34.90085465103188
11482,PE,3,1,7.0,2.0,0,277,48.60787209158224
11483,PE,3,1,7.0,2.0,1,838,44.112947394287055
11484,PE,3,1,8.0,1.0,0,67,37.131300813008124
11485,PE,3,1,8.0,1.0,1,100,35.60601092896175
11486,PE,3,1,8.0,2.0,0,2,37.0
11487,PE,3,1,8.0,2.0,1,12,43.083333333333336
11488,PE,3,1,9.0,1.0,0,1,49.0
11489,PE,3,1,9.0,1.0,1,2,44.0
11490,PE,3,1,10.0,1.0,0,18,28.775000000000002
11491,PE,3,1,10.0,1.0,1,23,28.797619047619047
11492,PE,3,1,10.0,2.0,0,2,27.0
11493,PE,3,1,10.0,2.0,1,2,33.5
11494,PE,3,1,11.0,1.0,0,27,25.048717948717947
11495,PE,3,1,11.0,1.0,1,36,22.043859649122805
11496,PE,3,1,11.0,2.0,0,2,23.5
11497,PE,3,2,1.0,1.0,0,4956,40.14632544100255
11498,PE,3,2,1.0,1.0,1,5799,38.893285819898345
11499,PE,3,2,1.0,2.0,0,301,46.81843619158796
11500,PE,3,2,1.0,2.0,1,365,44.08112427630985
11501,PE,3,2,2.0,1.0,0,256,39.1643831200011
11502,PE,3,2,2.0,1.0,1,328,39.33908004009369
11503,PE,3,2,2.0,2.0,0,38,48.53720238095239
11504,PE,3,2,2.0,2.0,1,54,46.570707070707066
11505,PE,3,2,3.0,1.0,0,252,36.366255019064006
11506,PE,3,2,3.0,1.0,1,330,35.51066137566138
11507,PE,3,2,3.0,2.0,0,13,36.20952380952381
11508,PE,3,2,3.0,2.0,1,13,41.25
11509,PE,3,2,4.0,1.0,0,737,36.70002498295523
11510,PE,3,2,4.0,1.0,1,587,35.58337633412387
11511,PE,3,2,4.0,2.0,0,59,43.157291666666666
11512,PE,3,2,4.0,2.0,1,44,41.166666666666664
11513,PE,3,2,5.0,1.0,0,58,38.42753623188406
11514,PE,3,2,5.0,1.0,1,47,38.75493827160494
11515,PE,3,2,5.0,2.0,0,3,33.0
11516,PE,3,2,5.0,2.0,1,3,36.0
11517,PE,3,2,6.0,1.0,0,30,38.327777777777776
11518,PE,3,2,6.0,1.0,1,25,34.98888888888889
11519,PE,3,2,6.0,2.0,0,2,52.0
11520,PE,3,2,6.0,2.0,1,2,45.0
11521,PE,3,2,7.0,1.0,0,38,42.77536231884058
11522,PE,3,2,7.0,1.0,1,91,35.62314814814815
11523,PE,3,2,7.0,2.0,0,10,50.291666666666664
11524,PE,3,2,7.0,2.0,1,13,40.1
11525,PE,3,2,8.0,1.0,0,84,39.74107142857143
11526,PE,3,2,8.0,1.0,1,115,38.18340773809524
11527,PE,3,2,8.0,2.0,0,2,48.0
11528,PE,3,2,8.0,2.0,1,8,38.357142857142854
11529,PE,3,2,9.0,1.0,0,2,51.0
11530,PE,3,2,9.0,1.0,1,3,42.666666666666664
11531,PE,3,2,10.0,1.0,0,11,31.5
11532,PE,3,2,10.0,1.0,1,9,31.5
11533,PE,3,2,11.0,1.0,0,29,23.307539682539684
11534,PE,3,2,11.0,1.0,1,23,20.576923076923077
11535,PE,3,3,1.0,1.0,0,3743,41.752100909028975
11536,PE,3,3,1.0,1.0,1,3141,40.82882457760407
11537,PE,3,3,1.0,2.0,0,243,47.87064927885823
11538,PE,3,3,1.0,2.0,1,225,45.65515712520263
11539,PE,3,3,2.0,1.0,0,400,44.175255271728716
11540,PE,3,3,2.0,1.0,1,493,41.71028693684642
11541,PE,3,3,2.0,2.0,0,67,50.66666666666667
11542,PE,3,3,2.0,2.0,1,100,47.45433333333333
11543,PE,3,3,3.0,1.0,0,799,38.952611107844916
11544,PE,3,3,3.0,1.0,1,756,37.40140440678638
11545,PE,3,3,3.0,2.0,0,43,46.45517241379311
11546,PE,3,3,3.0,2.0,1,30,41.82608695652174
11547,PE,3,3,4.0,1.0,0,4707,37.66923004378306
11548,PE,3,3,4.0,1.0,1,3482,36.97047279551985
11549,PE,3,3,4.0,2.0,0,179,42.80467697811448
11550,PE,3,3,4.0,2.0,1,166,40.90850694444445
11551,PE,3,3,5.0,1.0,0,64,41.10034013605442
11552,PE,3,3,5.0,1.0,1,42,41.89351851851852
11553,PE,3,3,5.0,2.0,0,4,49.25
11554,PE,3,3,5.0,2.0,1,5,44.8
11555,PE,3,3,6.0,1.0,0,296,38.76213707365174
11556,PE,3,3,6.0,1.0,1,158,39.063017934446506
11557,PE,3,3,6.0,2.0,0,20,48.36538461538461
11558,PE,3,3,6.0,2.0,1,15,44.1
11559,PE,3,3,7.0,1.0,0,272,46.360244887998995
11560,PE,3,3,7.0,1.0,1,508,42.56654671437426
11561,PE,3,3,7.0,2.0,0,72,52.22286096256684
11562,PE,3,3,7.0,2.0,1,98,49.598214285714285
11563,PE,3,3,8.0,1.0,0,1172,43.684196123672514
11564,PE,3,3,8.0,1.0,1,1112,42.29080077788972
11565,PE,3,3,8.0,2.0,0,42,47.15277777777778
11566,PE,3,3,8.0,2.0,1,39,47.294444444444444
11567,PE,3,3,9.0,1.0,0,20,39.470588235294116
11568,PE,3,3,9.0,1.0,1,6,41.666666666666664
11569,PE,3,3,9.0,2.0,0,1,38.0
11570,PE,3,3,10.0,1.0,0,36,29.685858585858586
11571,PE,3,3,10.0,1.0,1,23,28.416666666666664
11572,PE,3,3,10.0,2.0,0,1,27.0
11573,PE,3,3,10.0,2.0,1,2,34.0
11574,PE,3,3,11.0,1.0,0,37,26.307692307692307
11575,PE,3,3,11.0,1.0,1,25,21.041666666666668
11576,PE,3,3,11.0,2.0,0,2,24.5
11577,PE,3,3,11.0,2.0,1,1,19.0
