UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
AP,3,3,8.0,2.0,1,3,46.333333333333336
AP,3,3,10.0,1.0,0,5,28.4
AP,3,3,10.0,1.0,1,2,21.5
AP,3,3,11.0,1.0,0,2,20.5
AP,3,3,11.0,1.0,1,1,20.0
AP,3,4,1.0,1.0,0,95,51.48837209302326
AP,3,4,1.0,1.0,1,51,38.191489361702125
AP,3,4,1.0,2.0,0,1,70.0
AP,3,4,1.0,2.0,1,1,38.0
AP,3,4,2.0,1.0,0,5,68.0
AP,3,4,2.0,1.0,1,3,47.25
AP,3,4,2.0,2.0,0,1,57.0
AP,3,4,3.0,1.0,0,18,37.23611111111111
AP,3,4,3.0,1.0,1,4,35.0
AP,3,4,3.0,2.0,1,1,41.0
AP,3,4,4.0,1.0,0,77,41.27777777777778
AP,3,4,4.0,1.0,1,42,48.84146341463415
AP,3,4,4.0,2.0,1,2,57.5
AP,3,4,5.0,1.0,1,2,52.5
AP,3,4,6.0,1.0,0,2,45.5
AP,3,4,6.0,1.0,1,2,56.0
AP,3,4,8.0,1.0,0,43,44.47043010752688
AP,3,4,8.0,1.0,1,20,42.36349206349206
AP,3,4,8.0,2.0,0,1,60.0
AP,3,4,8.0,2.0,1,1,30.0
AP,3,4,9.0,1.0,0,1,41.0
AP,3,4,10.0,1.0,0,1,55.0
AP,4,1,1.0,1.0,0,7367,34.286858546812645
AP,4,1,1.0,1.0,1,9217,32.262167107569674
AP,4,1,1.0,2.0,0,425,47.70954932336325
AP,4,1,1.0,2.0,1,526,41.89782108449193
AP,4,1,2.0,1.0,0,550,36.39556801491618
AP,4,1,2.0,1.0,1,630,33.95536832245067
AP,4,1,2.0,2.0,0,70,46.61051587301588
AP,4,1,2.0,2.0,1,71,47.203502558048015
AP,4,1,3.0,1.0,0,81,35.38105413105413
AP,4,1,3.0,1.0,1,77,32.68726190476191
AP,4,1,3.0,2.0,1,7,42.55555555555556
AP,4,1,4.0,1.0,0,115,33.701852866009496
AP,4,1,4.0,1.0,1,90,33.26947637292465
AP,4,1,4.0,2.0,0,7,37.800000000000004
AP,4,1,4.0,2.0,1,2,33.0
AP,4,1,5.0,1.0,0,44,36.693693693693696
AP,4,1,5.0,1.0,1,69,30.424702380952382
AP,4,1,5.0,2.0,1,7,40.33333333333333
AP,4,1,6.0,1.0,0,11,32.94642857142857
AP,4,1,6.0,1.0,1,7,34.0
AP,4,1,6.0,2.0,1,1,39.0
AP,4,1,7.0,1.0,0,4,27.333333333333332
AP,4,1,7.0,1.0,1,5,36.111111111111114
AP,4,1,7.0,2.0,0,1,40.0
AP,4,1,7.0,2.0,1,1,46.0
AP,4,1,8.0,1.0,0,18,37.65714285714286
AP,4,1,8.0,1.0,1,22,38.804232804232804
AP,4,1,8.0,2.0,0,1,28.0
AP,4,1,8.0,2.0,1,1,50.0
AP,4,1,10.0,1.0,0,10,25.916666666666668
AP,4,1,10.0,1.0,1,16,26.153846153846153
AP,4,1,10.0,2.0,0,2,25.5
AP,4,1,11.0,1.0,0,10,34.8125
AP,4,1,11.0,1.0,1,9,23.85
AP,4,1,11.0,2.0,1,1,17.0
AP,4,2,1.0,1.0,0,1860,40.18136155288562
AP,4,2,1.0,1.0,1,1844,38.75362377835584
AP,4,2,1.0,2.0,0,120,54.439560439560445
AP,4,2,1.0,2.0,1,93,51.18796992481203
AP,4,2,2.0,1.0,0,80,49.376111111111115
AP,4,2,2.0,1.0,1,96,44.90292207792208
AP,4,2,2.0,2.0,0,17,55.31944444444445
AP,4,2,2.0,2.0,1,12,39.68055555555556
AP,4,2,3.0,1.0,0,62,37.81222222222222
AP,4,2,3.0,1.0,1,32,30.5125
AP,4,2,3.0,2.0,0,1,36.0
AP,4,2,3.0,2.0,1,1,38.0
AP,4,2,4.0,1.0,0,130,34.808928571428574
AP,4,2,4.0,1.0,1,77,34.82118055555556
AP,4,2,4.0,2.0,0,3,41.0
AP,4,2,4.0,2.0,1,2,34.0
AP,4,2,5.0,1.0,0,16,39.375
AP,4,2,5.0,1.0,1,13,34.6060606060606
AP,4,2,5.0,2.0,1,1,38.0
AP,4,2,6.0,1.0,0,12,33.9375
AP,4,2,6.0,1.0,1,2,42.0
AP,4,2,6.0,2.0,1,1,38.0
AP,4,2,7.0,1.0,0,1,30.0
AP,4,2,7.0,1.0,1,2,42.0
AP,4,2,7.0,2.0,1,1,43.0
AP,4,2,8.0,1.0,0,21,38.79047619047619
AP,4,2,8.0,1.0,1,9,36.714285714285715
AP,4,2,8.0,2.0,1,1,44.0
AP,4,2,9.0,1.0,0,1,42.0
AP,4,2,10.0,1.0,0,12,26.18181818181818
AP,4,2,10.0,1.0,1,7,26.0
AP,4,2,11.0,1.0,0,11,21.545454545454547
AP,4,2,11.0,1.0,1,2,23.0
AP,4,3,1.0,1.0,0,2110,40.372083845806756
AP,4,3,1.0,1.0,1,1075,37.112645906539036
AP,4,3,1.0,2.0,0,96,53.44332768680595
AP,4,3,1.0,2.0,1,45,49.968421052631584
AP,4,3,2.0,1.0,0,93,45.79068365844682
AP,4,3,2.0,1.0,1,37,54.32011554621849
AP,4,3,2.0,2.0,0,9,57.55555555555555
AP,4,3,2.0,2.0,1,2,60.0
AP,4,3,3.0,1.0,0,163,40.02005577005577
AP,4,3,3.0,1.0,1,69,33.08838383838384
AP,4,3,3.0,2.0,0,6,52.5
AP,4,3,3.0,2.0,1,2,30.5
AP,4,3,4.0,1.0,0,708,39.46923949780022
AP,4,3,4.0,1.0,1,342,39.75119047619048
AP,4,3,4.0,2.0,0,23,53.0875
AP,4,3,4.0,2.0,1,15,42.9375
AP,4,3,5.0,1.0,0,21,37.94
AP,4,3,5.0,1.0,1,8,41.55555555555555
AP,4,3,5.0,2.0,0,3,40.0
AP,4,3,6.0,1.0,0,43,39.64102564102564
AP,4,3,6.0,1.0,1,22,42.56944444444444
AP,4,3,6.0,2.0,0,2,46.5
AP,4,3,7.0,1.0,1,1,28.0
AP,4,3,8.0,1.0,0,198,43.913302631283536
AP,4,3,8.0,1.0,1,84,43.106926406926405
AP,4,3,8.0,2.0,0,9,42.666666666666664
AP,4,3,9.0,1.0,1,1,45.0
AP,4,3,10.0,1.0,0,44,25.17752100840336
AP,4,3,10.0,1.0,1,10,25.555555555555557
AP,4,3,10.0,2.0,0,2,20.5
AP,4,3,11.0,1.0,0,7,22.142857142857142
AP,4,3,11.0,1.0,1,3,21.0
AP,4,4,1.0,1.0,0,960,45.917511224509695
AP,4,4,1.0,1.0,1,232,47.88098086124402
AP,4,4,1.0,2.0,0,45,61.704861111111114
AP,4,4,1.0,2.0,1,7,53.6
AP,4,4,2.0,1.0,0,51,62.3626253132832
AP,4,4,2.0,1.0,1,8,55.666666666666664
AP,4,4,2.0,2.0,0,8,70.16666666666667
AP,4,4,2.0,2.0,1,3,58.0
AP,4,4,3.0,1.0,0,168,46.00384331116039
AP,4,4,3.0,1.0,1,30,46.38690476190476
AP,4,4,3.0,2.0,0,6,52.3
AP,4,4,3.0,2.0,1,2,64.0
AP,4,4,4.0,1.0,0,593,47.1978167115903
AP,4,4,4.0,1.0,1,139,42.94265389082462
AP,4,4,4.0,2.0,0,19,55.31372549019608
AP,4,4,4.0,2.0,1,6,56.5
AP,4,4,5.0,1.0,0,15,43.825
AP,4,4,5.0,1.0,1,2,39.0
AP,4,4,5.0,2.0,0,3,50.0
AP,4,4,6.0,1.0,0,28,38.56086956521739
AP,4,4,6.0,1.0,1,11,43.96296296296296
AP,4,4,7.0,1.0,0,2,47.0
AP,4,4,7.0,2.0,0,1,71.0
AP,4,4,8.0,1.0,0,504,47.042142833752024
AP,4,4,8.0,1.0,1,112,46.039021164021165
AP,4,4,8.0,2.0,0,14,56.05555555555556
AP,4,4,8.0,2.0,1,1,30.0
AP,4,4,9.0,1.0,0,4,38.75
AP,4,4,10.0,1.0,0,17,27.764705882352942
AP,4,4,10.0,1.0,1,2,23.5
AP,4,4,11.0,1.0,0,2,21.0
AP,5,1,1.0,1.0,0,429,35.23397078733525
AP,5,1,1.0,1.0,1,8963,33.14363728780152
AP,5,1,1.0,2.0,0,29,41.18692810457516
AP,5,1,1.0,2.0,1,591,46.7458823897291
AP,5,1,2.0,1.0,0,13,39.4375
AP,5,1,2.0,1.0,1,605,36.22451803876174
AP,5,1,2.0,2.0,0,2,46.5
AP,5,1,2.0,2.0,1,82,44.14514312847646
AP,5,1,3.0,1.0,0,1,33.0
AP,5,1,3.0,1.0,1,139,38.82418650793651
AP,5,1,3.0,2.0,0,1,24.0
AP,5,1,3.0,2.0,1,4,45.666666666666664
AP,5,1,4.0,1.0,0,13,43.18181818181819
AP,5,1,4.0,1.0,1,151,36.141666666666666
AP,5,1,4.0,2.0,1,2,44.5
AP,5,1,5.0,1.0,1,51,40.27125
AP,5,1,5.0,2.0,1,3,50.0
AP,5,1,6.0,1.0,0,3,38.0
AP,5,1,6.0,1.0,1,9,37.22222222222222
AP,5,1,7.0,1.0,0,1,67.0
AP,5,1,7.0,1.0,1,3,35.0
AP,5,1,7.0,2.0,1,2,44.5
AP,5,1,8.0,1.0,1,35,44.58809523809524
AP,5,1,8.0,2.0,1,1,42.0
AP,5,1,10.0,1.0,0,3,41.5
AP,5,1,10.0,1.0,1,17,20.53636363636364
AP,5,1,10.0,2.0,1,1,53.0
AP,5,1,11.0,1.0,0,1,23.0
AP,5,1,11.0,1.0,1,18,19.90909090909091
AP,5,2,1.0,1.0,0,191,39.702651515151516
AP,5,2,1.0,1.0,1,3292,35.85816578654204
AP,5,2,1.0,2.0,0,6,59.8
AP,5,2,1.0,2.0,1,179,50.308822363596725
AP,5,2,2.0,1.0,0,4,46.5
AP,5,2,2.0,1.0,1,248,41.32273242630386
AP,5,2,2.0,2.0,1,24,53.855555555555554
AP,5,2,3.0,1.0,0,4,45.75
AP,5,2,3.0,1.0,1,64,40.36666666666667
AP,5,2,3.0,2.0,1,3,42.333333333333336
AP,5,2,4.0,1.0,0,16,38.833333333333336
AP,5,2,4.0,1.0,1,143,32.26917468649752
AP,5,2,4.0,2.0,1,2,30.0
AP,5,2,5.0,1.0,1,14,43.638888888888886
AP,5,2,5.0,2.0,1,4,40.5
AP,5,2,6.0,1.0,0,3,35.25
AP,5,2,6.0,1.0,1,6,39.0
AP,5,2,7.0,1.0,0,1,22.0
AP,5,2,8.0,1.0,0,4,40.5
AP,5,2,8.0,1.0,1,27,40.75625
AP,5,2,8.0,2.0,1,2,53.0
AP,5,2,9.0,1.0,1,1,31.0
AP,5,2,10.0,1.0,0,2,33.0
AP,5,2,10.0,1.0,1,13,24.333333333333336
AP,5,2,11.0,1.0,0,2,18.5
AP,5,2,11.0,1.0,1,4,22.333333333333336
AP,5,3,1.0,1.0,0,213,46.05555555555556
AP,5,3,1.0,1.0,1,3886,38.4922917849439
AP,5,3,1.0,2.0,0,12,58.23333333333333
AP,5,3,1.0,2.0,1,138,50.1921375921376
AP,5,3,2.0,1.0,0,7,42.46666666666667
AP,5,3,2.0,1.0,1,155,37.718573310747225
AP,5,3,2.0,2.0,0,1,36.0
AP,5,3,2.0,2.0,1,22,53.9
AP,5,3,3.0,1.0,0,18,35.1
AP,5,3,3.0,1.0,1,174,39.557066482774985
AP,5,3,3.0,2.0,1,3,34.5
AP,5,3,4.0,1.0,0,120,34.66434782608696
AP,5,3,4.0,1.0,1,937,41.69000434593655
AP,5,3,4.0,2.0,0,1,42.0
AP,5,3,4.0,2.0,1,18,52.05882352941177
AP,5,3,5.0,1.0,0,1,26.0
AP,5,3,5.0,1.0,1,21,30.0
AP,5,3,6.0,1.0,0,5,37.5
AP,5,3,6.0,1.0,1,57,35.50617283950617
AP,5,3,6.0,2.0,1,2,42.5
AP,5,3,7.0,1.0,1,1,54.0
AP,5,3,8.0,1.0,0,25,41.233333333333334
AP,5,3,8.0,1.0,1,196,40.735125448028676
AP,5,3,8.0,2.0,0,1,49.0
AP,5,3,8.0,2.0,1,3,52.333333333333336
AP,5,3,9.0,1.0,1,4,45.5
AP,5,3,9.0,2.0,1,1,22.0
AP,5,3,10.0,1.0,0,9,23.88888888888889
AP,5,3,10.0,1.0,1,16,26.857142857142858
AP,5,3,11.0,1.0,0,3,21.0
AP,5,3,11.0,1.0,1,12,25.5
AP,5,3,11.0,2.0,1,1,19.0
AP,5,4,1.0,1.0,0,91,46.16952380952381
AP,5,4,1.0,1.0,1,1914,45.86557123392276
AP,5,4,1.0,2.0,0,3,67.0
AP,5,4,1.0,2.0,1,74,56.43817204301075
AP,5,4,2.0,1.0,0,1,44.0
AP,5,4,2.0,1.0,1,43,46.08879142300195
AP,5,4,2.0,2.0,0,1,67.0
AP,5,4,2.0,2.0,1,4,56.666666666666664
AP,5,4,3.0,1.0,0,21,39.725
AP,5,4,3.0,1.0,1,134,41.01500288101412
AP,5,4,3.0,2.0,1,1,53.0
AP,5,4,4.0,1.0,0,70,40.75359195402299
AP,5,4,4.0,1.0,1,716,43.63469693432929
AP,5,4,4.0,2.0,0,2,67.0
AP,5,4,4.0,2.0,1,20,45.51851851851851
AP,5,4,5.0,1.0,0,1,61.0
AP,5,4,5.0,1.0,1,7,40.583333333333336
AP,5,4,6.0,1.0,0,3,59.5
AP,5,4,6.0,1.0,1,36,41.358870967741936
AP,5,4,7.0,1.0,1,1,53.0
AP,5,4,8.0,1.0,0,76,52.312289562289564
AP,5,4,8.0,1.0,1,402,45.411563641305804
AP,5,4,8.0,2.0,0,6,57.333333333333336
AP,5,4,8.0,2.0,1,8,48.333333333333336
AP,5,4,9.0,1.0,1,6,45.5
AP,5,4,10.0,1.0,0,4,25.0
AP,5,4,10.0,1.0,1,15,24.285714285714285
AP,5,4,11.0,1.0,1,2,20.0
BA,1,1,1.0,1.0,0,49982,46.910686094376295
BA,1,1,1.0,1.0,1,75323,45.72280148361653
BA,1,1,1.0,2.0,0,6244,52.36758213808457
BA,1,1,1.0,2.0,1,11640,50.89961805696731
BA,1,1,2.0,1.0,0,25060,49.992354055528395
BA,1,1,2.0,1.0,1,64179,48.063161306634605
BA,1,1,2.0,2.0,0,7568,53.56785322171686
BA,1,1,2.0,2.0,1,18124,51.63816045692777
BA,1,1,3.0,1.0,0,1458,43.110842094984235
BA,1,1,3.0,1.0,1,2399,41.466255592760604
BA,1,1,3.0,2.0,0,124,50.677469135802475
BA,1,1,3.0,2.0,1,240,49.9275641025641
BA,1,1,4.0,1.0,0,1032,38.55593157018186
BA,1,1,4.0,1.0,1,1183,37.67350161910456
BA,1,1,4.0,2.0,0,66,47.880503144654085
BA,1,1,4.0,2.0,1,78,45.73280423280423
BA,1,1,5.0,1.0,0,2539,44.82531937840122
BA,1,1,5.0,1.0,1,2930,44.25587544507611
BA,1,1,5.0,2.0,0,199,50.771378748075
BA,1,1,5.0,2.0,1,306,49.00401255199049
BA,1,1,6.0,1.0,0,119,39.30576848625629
BA,1,1,6.0,1.0,1,97,36.979464285714286
BA,1,1,6.0,2.0,0,8,45.5
BA,1,1,6.0,2.0,1,4,49.5
BA,1,1,7.0,1.0,0,2913,46.28677273744849
BA,1,1,7.0,1.0,1,8618,44.45295654802686
BA,1,1,7.0,2.0,0,759,53.23121752697549
BA,1,1,7.0,2.0,1,1783,51.02824963396221
BA,1,1,8.0,1.0,0,167,42.18547226582941
BA,1,1,8.0,1.0,1,367,41.74836909277699
BA,1,1,8.0,2.0,0,10,51.25
BA,1,1,8.0,2.0,1,35,48.922619047619044
BA,1,1,9.0,1.0,0,12,48.95
BA,1,1,9.0,1.0,1,10,44.25
BA,1,1,9.0,2.0,1,2,50.5
BA,1,1,10.0,1.0,0,105,27.460347985347987
BA,1,1,10.0,1.0,1,81,24.794715447154474
BA,1,1,10.0,2.0,0,1,22.0
BA,1,1,10.0,2.0,1,1,20.0
BA,1,1,11.0,1.0,0,202,22.47627667840434
BA,1,1,11.0,1.0,1,171,21.19493750716661
BA,1,1,11.0,2.0,0,4,21.0
BA,1,1,11.0,2.0,1,4,18.0
BA,1,2,1.0,1.0,0,6109,47.06158603407938
BA,1,2,1.0,1.0,1,7967,46.362620936376935
BA,1,2,1.0,2.0,0,625,52.62525585692276
BA,1,2,1.0,2.0,1,855,50.358983734766575
BA,1,2,2.0,1.0,0,1157,49.35197389910579
BA,1,2,2.0,1.0,1,2134,47.511633508423294
BA,1,2,2.0,2.0,0,332,53.926117302713045
BA,1,2,2.0,2.0,1,535,52.272091696298816
BA,1,2,3.0,1.0,0,580,43.450859503804985
BA,1,2,3.0,1.0,1,727,41.237646248427495
BA,1,2,3.0,2.0,0,46,51.67479674796748
BA,1,2,3.0,2.0,1,59,48.37777777777778
BA,1,2,4.0,1.0,0,1466,42.27993152671363
BA,1,2,4.0,1.0,1,1131,39.28059206662747
BA,1,2,4.0,2.0,0,101,48.11153846153846
BA,1,2,4.0,2.0,1,97,47.567204301075265
BA,1,2,5.0,1.0,0,484,46.250595314785215
BA,1,2,5.0,1.0,1,457,45.59795304886172
BA,1,2,5.0,2.0,0,29,51.88939393939394
BA,1,2,5.0,2.0,1,26,50.73076923076923
BA,1,2,6.0,1.0,0,145,41.98021525799304
BA,1,2,6.0,1.0,1,62,37.85897435897436
BA,1,2,6.0,2.0,0,8,46.06666666666667
BA,1,2,6.0,2.0,1,5,54.75
BA,1,2,7.0,1.0,0,216,45.083626468052294
BA,1,2,7.0,1.0,1,321,43.47424663096185
BA,1,2,7.0,2.0,0,56,53.18754578754579
BA,1,2,7.0,2.0,1,82,50.63852339181287
BA,1,2,8.0,1.0,0,396,45.1204008954009
BA,1,2,8.0,1.0,1,468,43.99760726072607
BA,1,2,8.0,2.0,0,31,49.2
BA,1,2,8.0,2.0,1,34,50.79032258064516
BA,1,2,9.0,1.0,0,11,43.55555555555556
BA,1,2,9.0,1.0,1,7,41.42857142857143
BA,1,2,10.0,1.0,0,55,25.292597187758478
BA,1,2,10.0,1.0,1,54,25.85009881422925
BA,1,2,10.0,2.0,0,1,23.0
BA,1,2,11.0,1.0,0,136,22.432248664400195
BA,1,2,11.0,1.0,1,118,20.56912458949097
BA,1,2,11.0,2.0,0,3,21.5
BA,1,2,11.0,2.0,1,3,16.0
BA,1,3,1.0,1.0,0,6192,47.874670080273624
BA,1,3,1.0,1.0,1,6014,45.66259343522929
BA,1,3,1.0,2.0,0,710,55.01132127311739
BA,1,3,1.0,2.0,1,695,52.81396472627819
BA,1,3,2.0,1.0,0,3088,51.59707364521413
BA,1,3,2.0,1.0,1,4102,49.81446890167571
BA,1,3,2.0,2.0,0,1027,56.63827419108669
BA,1,3,2.0,2.0,1,1165,54.47904235115255
BA,1,3,3.0,1.0,0,1501,44.833387797376545
BA,1,3,3.0,1.0,1,1616,42.268115437283875
BA,1,3,3.0,2.0,0,119,49.924818840579704
BA,1,3,3.0,2.0,1,95,50.43781094527363
BA,1,3,4.0,1.0,0,6399,42.97158096651239
BA,1,3,4.0,1.0,1,5821,42.53336977602682
BA,1,3,4.0,2.0,0,344,49.881434735996784
BA,1,3,4.0,2.0,1,347,49.22993421052632
BA,1,3,5.0,1.0,0,390,47.75700311637119
BA,1,3,5.0,1.0,1,321,43.2553952991453
BA,1,3,5.0,2.0,0,16,53.44444444444444
BA,1,3,5.0,2.0,1,19,50.07142857142857
BA,1,3,6.0,1.0,0,630,43.95872285926926
BA,1,3,6.0,1.0,1,289,41.352000848706275
BA,1,3,6.0,2.0,0,25,50.026785714285715
BA,1,3,6.0,2.0,1,19,50.770833333333336
BA,1,3,7.0,1.0,0,1221,51.9225214908372
BA,1,3,7.0,1.0,1,1700,48.962415244664435
BA,1,3,7.0,2.0,0,373,59.78248388866036
BA,1,3,7.0,2.0,1,462,56.22265902405189
BA,1,3,8.0,1.0,0,2718,48.02995259746731
BA,1,3,8.0,1.0,1,3118,46.350274024746945
BA,1,3,8.0,2.0,0,126,53.30492424242424
BA,1,3,8.0,2.0,1,148,52.314159067882464
BA,1,3,9.0,1.0,0,55,46.549549549549546
BA,1,3,9.0,1.0,1,18,47.56666666666667
BA,1,3,9.0,2.0,0,2,51.5
BA,1,3,9.0,2.0,1,2,47.5
BA,1,3,10.0,1.0,0,85,26.63912938912939
BA,1,3,10.0,1.0,1,70,25.377510683760686
BA,1,3,10.0,2.0,0,3,35.333333333333336
BA,1,3,11.0,1.0,0,140,22.163793103448278
BA,1,3,11.0,1.0,1,119,20.723161705992734
BA,1,3,11.0,2.0,0,3,22.333333333333332
BA,1,3,11.0,2.0,1,2,18.0
BA,1,4,1.0,1.0,0,689,50.49262590859624
BA,1,4,1.0,1.0,1,663,46.75082011344898
BA,1,4,1.0,2.0,0,74,53.861607142857146
BA,1,4,1.0,2.0,1,62,56.2530303030303
BA,1,4,2.0,1.0,0,533,52.67987174104136
BA,1,4,2.0,1.0,1,634,52.936504210197654
BA,1,4,2.0,2.0,0,169,59.71449058486096
BA,1,4,2.0,2.0,1,169,58.614537701104865
BA,1,4,3.0,1.0,0,526,42.582052407398024
BA,1,4,3.0,1.0,1,436,42.57515275128911
BA,1,4,3.0,2.0,0,34,55.71212121212121
BA,1,4,3.0,2.0,1,30,51.410714285714285
BA,1,4,4.0,1.0,0,1984,40.85745485192119
BA,1,4,4.0,1.0,1,1498,39.0041447261292
BA,1,4,4.0,2.0,0,103,53.20711111111111
BA,1,4,4.0,2.0,1,74,49.31740740740741
BA,1,4,5.0,1.0,0,54,46.87321428571428
BA,1,4,5.0,1.0,1,24,42.46078431372549
BA,1,4,5.0,2.0,0,3,42.333333333333336
BA,1,4,5.0,2.0,1,2,54.0
BA,1,4,6.0,1.0,0,157,42.7345041322314
BA,1,4,6.0,1.0,1,48,38.58080808080808
BA,1,4,6.0,2.0,0,9,50.25
BA,1,4,6.0,2.0,1,6,48.4
BA,1,4,7.0,1.0,0,847,58.52876253476661
BA,1,4,7.0,1.0,1,626,54.593613253596324
BA,1,4,7.0,2.0,0,442,66.7673948591666
BA,1,4,7.0,2.0,1,222,63.579029910072485
BA,1,4,8.0,1.0,0,1122,49.80759354580717
BA,1,4,8.0,1.0,1,1028,48.76087929186961
BA,1,4,8.0,2.0,0,61,55.567708333333336
BA,1,4,8.0,2.0,1,52,56.40909090909091
BA,1,4,9.0,1.0,0,24,45.758823529411764
BA,1,4,9.0,1.0,1,8,41.61111111111111
BA,1,4,10.0,1.0,0,17,29.337662337662337
BA,1,4,10.0,1.0,1,5,23.833333333333332
BA,1,4,11.0,1.0,0,14,21.883333333333333
BA,1,4,11.0,1.0,1,20,20.854166666666668
BA,1,4,11.0,2.0,0,1,22.0
BA,1,4,11.0,2.0,1,1,22.0
BA,2,1,1.0,1.0,0,62543,42.069769444909525
BA,2,1,1.0,1.0,1,91626,41.60169490780596
BA,2,1,1.0,2.0,0,4494,49.074004611373304
BA,2,1,1.0,2.0,1,8142,46.99084852159391
BA,2,1,2.0,1.0,0,19597,43.76388030322106
BA,2,1,2.0,1.0,1,55212,42.82087942463648
BA,2,1,2.0,2.0,0,3572,49.88663888663108
BA,2,1,2.0,2.0,1,9721,48.085373274748356
BA,2,1,3.0,1.0,0,1800,39.9800257475765
BA,2,1,3.0,1.0,1,2847,38.97097378209208
BA,2,1,3.0,2.0,0,110,46.50625
BA,2,1,3.0,2.0,1,167,45.81761006289308
BA,2,1,4.0,1.0,0,1456,39.09614553413777
BA,2,1,4.0,1.0,1,1582,37.70960192457955
BA,2,1,4.0,2.0,0,71,43.61172839506173
BA,2,1,4.0,2.0,1,81,43.5525641025641
BA,2,1,5.0,1.0,0,3165,40.3740094831303
BA,2,1,5.0,1.0,1,3617,40.248957535276624
BA,2,1,5.0,2.0,0,121,46.45746176105829
BA,2,1,5.0,2.0,1,188,46.81318501574183
BA,2,1,6.0,1.0,0,173,39.50742705570292
BA,2,1,6.0,1.0,1,129,39.265695750609545
BA,2,1,6.0,2.0,0,5,47.111111111111114
BA,2,1,6.0,2.0,1,13,47.86363636363637
BA,2,1,7.0,1.0,0,1998,42.31692330611124
BA,2,1,7.0,1.0,1,6742,40.072205099955994
BA,2,1,7.0,2.0,0,301,49.054895293226316
BA,2,1,7.0,2.0,1,946,47.43030588878787
BA,2,1,8.0,1.0,0,214,40.04877827258877
BA,2,1,8.0,1.0,1,492,39.37341750841751
BA,2,1,8.0,2.0,0,6,45.666666666666664
BA,2,1,8.0,2.0,1,13,41.583333333333336
BA,2,1,9.0,1.0,0,16,40.854166666666664
BA,2,1,9.0,1.0,1,21,43.736111111111114
BA,2,1,9.0,2.0,0,1,56.0
BA,2,1,9.0,2.0,1,1,41.0
BA,2,1,10.0,1.0,0,108,29.33003337041157
BA,2,1,10.0,1.0,1,91,23.91028806584362
BA,2,1,10.0,2.0,0,3,42.666666666666664
BA,2,1,10.0,2.0,1,6,30.333333333333332
BA,2,1,11.0,1.0,0,221,22.211808891507296
BA,2,1,11.0,1.0,1,175,20.422472039663322
BA,2,1,11.0,2.0,0,1,19.0
BA,2,1,11.0,2.0,1,2,18.5
BA,2,2,1.0,1.0,0,7531,43.57690499952595
BA,2,2,1.0,1.0,1,8564,42.88659210271924
BA,2,2,1.0,2.0,0,392,48.859219594459645
BA,2,2,1.0,2.0,1,478,47.04034224798927
BA,2,2,2.0,1.0,0,748,44.7035364062919
BA,2,2,2.0,1.0,1,1431,44.19939254835742
BA,2,2,2.0,2.0,0,139,49.575435540069684
BA,2,2,2.0,2.0,1,230,48.49226717235567
BA,2,2,3.0,1.0,0,675,40.28327979021256
BA,2,2,3.0,1.0,1,840,39.58034265521863
BA,2,2,3.0,2.0,0,20,42.71052631578947
BA,2,2,3.0,2.0,1,30,43.925925925925924
BA,2,2,4.0,1.0,0,1964,40.14405738464217
BA,2,2,4.0,1.0,1,1505,38.73364061962938
BA,2,2,4.0,2.0,0,114,45.413978494623656
BA,2,2,4.0,2.0,1,92,43.441308243727605
BA,2,2,5.0,1.0,0,592,41.719803644430044
BA,2,2,5.0,1.0,1,513,41.149295509313895
BA,2,2,5.0,2.0,0,14,44.728571428571435
BA,2,2,5.0,2.0,1,21,46.94871794871795
BA,2,2,6.0,1.0,0,178,38.0780595733439
BA,2,2,6.0,1.0,1,83,39.3765306122449
BA,2,2,6.0,2.0,0,6,45.583333333333336
BA,2,2,6.0,2.0,1,3,52.333333333333336
BA,2,2,7.0,1.0,0,109,41.90937921727396
BA,2,2,7.0,1.0,1,200,40.79965375038905
BA,2,2,7.0,2.0,0,24,50.614583333333336
BA,2,2,7.0,2.0,1,24,48.26190476190476
BA,2,2,8.0,1.0,0,364,41.72665246212121
BA,2,2,8.0,1.0,1,522,40.668101948763855
BA,2,2,8.0,2.0,0,15,47.5
BA,2,2,8.0,2.0,1,23,46.23684210526316
BA,2,2,9.0,1.0,0,16,45.541666666666664
BA,2,2,9.0,1.0,1,8,39.125
BA,2,2,9.0,2.0,0,1,42.0
BA,2,2,9.0,2.0,1,1,47.0
BA,2,2,10.0,1.0,0,73,27.075757575757578
BA,2,2,10.0,1.0,1,40,23.034848484848485
BA,2,2,10.0,2.0,0,2,18.5
BA,2,2,10.0,2.0,1,1,20.0
BA,2,2,11.0,1.0,0,169,22.00845464981281
BA,2,2,11.0,1.0,1,128,20.60431216931217
BA,2,2,11.0,2.0,0,1,26.0
BA,2,2,11.0,2.0,1,3,19.25
BA,2,3,1.0,1.0,0,5146,44.18202356931821
BA,2,3,1.0,1.0,1,4997,43.25384034109997
BA,2,3,1.0,2.0,0,326,50.901147337157155
BA,2,3,1.0,2.0,1,361,50.40160944379694
BA,2,3,2.0,1.0,0,1314,47.821028259796826
BA,2,3,2.0,1.0,1,1926,45.443627773572835
BA,2,3,2.0,2.0,0,271,53.9436339074637
BA,2,3,2.0,2.0,1,351,50.7476018246986
